HomeworkType,Difficulty,Subject,Length,StudyHours,PreviousCompletionTime,StudentFocusLevel,TeacherClarity,SubmissionUrgency,ResourcesProvided,CompletionTime
Math Problems,Moderate,Literature,37,13.158781213430883,238.1345150679231,0.5119694354495921,0.11352028778250967,Low,None,44.09135355833791
Presentation,Hard,Science,10,8.085573800108897,228.82127825519441,0.18600319356250172,0.38144196562731225,Low,Partial,186.40205577102924
Math Problems,Moderate,Math,36,10.645503681351272,41.514809308353755,0.9083318003380907,0.6293293360566383,Medium,Partial,264.0392190312422
Coding,Easy,History,37,6.457427831687198,133.64446390929015,0.9418823420036807,0.22445485606427296,High,None,49.15005623214116
Essay,Hard,Science,28,8.628407230515206,52.5316684174432,0.9818231818428443,0.483510133875237,High,Partial,143.56044692804699
Presentation,Easy,Science,28,14.168558066016143,108.47568979692757,0.881697547707254,0.5970893476368502,Low,None,274.60048786983646
Essay,Easy,History,42,1.6996435745432261,24.127779729761514,0.256564798926603,0.6389947852815855,Medium,Partial,247.07578034640252
Essay,Moderate,Math,43,4.182097692893594,61.50265519321559,0.14157683488146597,0.3469705489003376,Low,None,163.10535049279002
Essay,Hard,Math,21,11.809830740202893,93.5527431717469,0.6216370546714066,0.46002667238766226,Low,Full,234.89786020871682
Research,Easy,Computer Science,24,1.931689499798655,110.88892505659261,0.9213445241947994,0.8005053061608028,Medium,None,163.96772560269304
Research,Easy,Literature,42,1.5970860066096073,234.82413938804544,0.2596162254937686,0.9470932247086169,Medium,None,60.0563161256119
Essay,Hard,History,40,5.742350281933559,195.8090985073157,0.10633862316172768,0.8756922980064316,Low,None,50.54979226817854
Presentation,Easy,History,2,1.8364353978502685,179.60428719174763,0.8249464414290198,0.6078551515600887,High,Partial,68.68494613911488
Coding,Easy,History,8,8.983637411989944,133.51950239065408,0.1691161158580606,0.46926352264955196,Low,Full,115.01279706521866
Coding,Hard,Math,48,3.7809911368406977,203.19948493899898,0.47233542871902734,0.3996609529342764,High,Partial,280.20084128709533
Math Problems,Hard,Literature,27,13.487620466390899,88.04425220081355,0.7109986034699065,0.21246090947561624,High,Partial,242.90834789127638
Presentation,Hard,Computer Science,22,11.860751172256222,173.0467959378627,0.3131178269105621,0.19589612249450167,Medium,None,138.3484449495005
Research,Hard,Science,37,10.645725488442405,238.57031433697958,0.17556630710205404,0.7195218624222919,Medium,Partial,155.5268622894586
Essay,Moderate,Science,27,9.445688397075278,82.36464905509573,0.7930191056102458,0.33381497455404435,Low,None,90.69869543492824
Math Problems,Hard,History,29,13.020253089951218,165.02403302331248,0.6671575763983373,0.32919551778920214,High,Full,215.74059259455709
Coding,Moderate,Literature,3,3.7343998923699746,204.19241875504795,0.9896414360381243,0.9983755490300071,High,Partial,243.78821636668084
Research,Moderate,Math,44,13.160078220081301,220.63574417065462,0.4098772299879634,0.26913336208641586,Low,Partial,83.08783826525932
Research,Moderate,Literature,13,11.94763832714876,175.12451891622342,0.15558614766117973,0.2332537835399467,Low,Partial,26.91916277914263
Essay,Easy,Literature,45,11.34833198262144,75.22982238594133,0.7609150318017661,0.18881670498392855,Low,None,192.80834880144656
Coding,Moderate,Math,10,8.638207332086399,85.04489486085768,0.5695600769679211,0.6218248106501165,Medium,None,175.31595395356524
Presentation,Moderate,History,36,4.070540334073701,14.774347388511767,0.29188353825022156,0.6650774434018913,Low,Partial,129.6073791832298
Research,Easy,Literature,9,6.641444781882497,185.00377486444722,0.8035560901042834,0.4287051336311938,Low,Partial,198.50977340536488
Essay,Easy,Science,27,12.006774490812623,19.830109394248815,0.28337993726494937,0.581872001960321,High,Full,171.9247899257659
Presentation,Easy,Math,34,0.9607880231812045,208.8700415586315,0.3345954893496429,0.8095595778504213,Low,Full,86.41574932934495
Coding,Hard,Computer Science,1,11.839736154324495,37.291941329143924,0.18327569893004725,0.8362937514895735,High,Full,128.35275805247588
Research,Easy,History,32,3.981025737069714,49.53159779126258,0.45948905112776905,0.9621208681440835,High,Full,137.01236737796387
Presentation,Easy,Math,25,2.592483410463244,119.60108829141458,0.47703630154367704,0.8418411873305871,Medium,Full,265.87067842553563
Presentation,Moderate,Computer Science,29,2.1776691136143813,179.71249548881073,0.5631056113134686,0.608357293045684,Low,None,288.85768392675345
Presentation,Easy,Computer Science,7,0.8951251732868191,41.97050719578787,0.7380678404113997,0.2616912692531614,Low,Full,269.5053882830017
Research,Hard,Literature,49,8.092004035711067,111.21634726529464,0.9154908358123832,0.18978720193255816,High,Full,219.9657368548142
Research,Easy,Literature,3,3.6647681540590775,121.0557931143241,0.22396068899902777,0.1490607009197733,Medium,Partial,181.72292907765922
Math Problems,Hard,Literature,20,14.846760603804658,58.825697583776005,0.14891328851379138,0.6998732486068453,Medium,None,211.43956610779716
Coding,Easy,Math,20,8.829332960146983,36.5784266365453,0.11667811023489996,0.8267826298581938,Low,Full,282.64612790881637
Essay,Easy,Math,30,2.499336405662151,202.3768122866971,0.22925924026193464,0.5578155556156711,High,Full,86.24963953879205
Presentation,Easy,History,35,10.487056841764797,125.56709944543607,0.6921545372034633,0.14924275735027595,Low,Full,167.5093446869204
Math Problems,Easy,Literature,35,13.517281714391016,13.307684276355184,0.7547293701968469,0.5819235171322044,Low,Partial,211.53828541511626
Essay,Hard,Computer Science,49,11.305102682859408,194.68569930109388,0.80785514217531,0.9421743353720954,Low,Partial,208.58539537741828
Math Problems,Hard,Science,39,1.608377985071991,235.58257524535452,0.31933739071390843,0.6378518718392144,Low,Partial,86.89950347939839
Research,Moderate,History,27,13.490320627293563,149.3630249452769,0.37530533193536797,0.8284847396165333,High,Full,182.2184853060793
Presentation,Hard,Math,26,12.011976094969489,125.85292902933627,0.5348211810089495,0.8201373835525755,Medium,Partial,241.83524558974457
Essay,Easy,History,14,2.795406551531408,212.03564850034118,0.15686478717420385,0.9389161898025875,Low,Full,150.3975093143195
Essay,Moderate,History,17,1.2508953866258445,229.07886162745768,0.6500273708901215,0.793205889084886,Low,None,241.08995185913946
Essay,Moderate,History,18,8.581003342057473,183.5434906575659,0.985361530308182,0.7729304626117806,Low,Full,117.56654036004811
Essay,Moderate,History,45,2.762519264429665,112.4541738388862,0.4247256802402023,0.31069239847357655,Low,Partial,282.5466362416713
Essay,Easy,Science,29,12.601568812631445,146.21092184623132,0.7775627275822455,0.1539326397889733,Medium,None,167.1696055422438
Math Problems,Hard,Literature,20,5.695852521739269,171.21513395413982,0.5500305240126472,0.565839518548427,Medium,Full,184.84516597589507
Presentation,Easy,Computer Science,27,13.736940448680343,54.68292133041433,0.21503065992434445,0.2119907871520797,Medium,None,23.938047109307696
Research,Moderate,History,18,8.702478496044584,112.85623740978075,0.6240137039223277,0.9659762886501921,Medium,None,63.52670408164936
Research,Easy,History,4,3.148749571475188,200.85889088497555,0.36988684159965846,0.36093228636972574,Low,None,195.38615593424774
Research,Easy,History,1,2.5241835767171015,160.5868301546419,0.13096288760811242,0.8676497830458638,High,Full,134.6630559579473
Research,Hard,Literature,1,8.858850344587431,104.57693545872644,0.6714367571059694,0.44886216268221346,Medium,Partial,159.8266802805798
Math Problems,Hard,Math,26,11.547312372005436,162.5733828233767,0.8730391143922549,0.3908748248716397,Medium,Full,32.946851489104624
Coding,Moderate,Math,45,11.83183189226164,37.19115477666577,0.41029279020988674,0.941642715138959,Low,Partial,252.72854294695952
Presentation,Easy,Science,20,4.498482364398578,102.34445042992155,0.45126599249149346,0.42699031487760164,Low,Full,238.58409665442193
Essay,Easy,Math,23,3.4615780042264284,192.41956373150296,0.9019195146704904,0.4512591177968228,Low,Full,67.82588308072712
Coding,Hard,History,10,0.742966415139545,60.71702104142904,0.8322479320306203,0.19548260165161824,Low,Full,195.78386681835312
Research,Easy,History,11,10.348387692416956,52.77114673820607,0.7434575411965995,0.7034019987542584,High,Partial,248.21983532146743
Coding,Easy,History,41,1.6102397472863152,228.68829178077922,0.3239173573778331,0.35995547302976216,High,Full,197.643428878446
Presentation,Easy,Science,41,6.601037425605924,58.276454804833065,0.91919498946998,0.6270437510555564,Medium,None,103.46345715931578
Essay,Hard,History,5,9.224391378265294,70.01127331953866,0.2389741817852917,0.6322165336478885,High,Full,201.99167788627764
Essay,Moderate,Math,1,14.088079701335317,233.01166594799773,0.6640934674754997,0.7472797260361903,Medium,None,74.98159808971549
Presentation,Moderate,Literature,17,5.021130985858646,178.9829711609559,0.12592106249186683,0.7707173375551971,Medium,Partial,105.70267422463495
Presentation,Easy,Literature,22,4.121696355474537,170.9072025954115,0.6793478256924512,0.5630071909613855,High,Partial,83.41985113554591
Research,Moderate,Computer Science,34,9.985322237148427,206.1730682865537,0.34942991668602386,0.3978927528430627,Medium,Full,173.72365418120887
Essay,Hard,Math,45,9.478965964776934,36.63930891446268,0.504709279465348,0.8537058053512605,Low,Full,45.84459432818135
Coding,Hard,History,41,5.3155918579678065,172.36993441340164,0.41073809685134777,0.3788790844676363,Medium,Full,280.9934583992765
Math Problems,Moderate,Literature,29,13.957476614891904,125.84838014549494,0.2554810806215889,0.5567581850223984,Low,None,110.05102079391703
Math Problems,Moderate,Math,4,12.750503748599675,200.70464726535218,0.6597827110844867,0.4611273248833553,High,Partial,77.40648622515337
Presentation,Easy,Literature,5,3.7477469150436766,126.87259529299469,0.8937779996265467,0.8695705473727193,High,None,156.5166968765219
Research,Moderate,History,11,3.967566908800586,152.6555114818498,0.9631758180541631,0.4887266780312459,Medium,None,93.94437825959407
Math Problems,Easy,Literature,21,7.928355029862669,119.88068907189327,0.2731117268385236,0.44748926995373584,Low,Full,167.44766461905363
Essay,Easy,Computer Science,35,11.716795475095445,119.97655241784415,0.7456354966566761,0.7208413236078737,Medium,Full,114.32510768789436
Presentation,Hard,Computer Science,12,1.1385855011327337,186.63309495422126,0.6979054299451141,0.6421969988752985,High,None,52.63904106917663
Coding,Hard,Literature,26,10.553359729153247,154.57027214887515,0.40904001061711526,0.19652215014626145,Medium,None,90.78014397776967
Presentation,Hard,Math,19,9.899420512040406,155.6505363701644,0.11718927941835326,0.5573519257095669,Medium,Full,139.9553558140347
Coding,Hard,Math,45,3.8564613907383296,113.56497128125093,0.7208121225815795,0.7619305494999229,Low,Full,23.633569546693302
Presentation,Moderate,Math,7,10.379618691999557,132.15518415763134,0.9509453745035501,0.9928672881322206,High,None,234.63312019920716
Presentation,Hard,Literature,47,14.132656273155197,181.51506322710108,0.6689081097240862,0.6662321505732872,Medium,Full,192.2200009082685
Presentation,Moderate,Math,7,1.1783947520906435,199.9664113957412,0.4917634517688707,0.433263759797186,Low,Full,186.38748807433097
Coding,Hard,History,26,5.1349548017349065,170.20912249313062,0.5726385047004655,0.3035364398219066,Medium,None,170.6242305865883
Coding,Moderate,Computer Science,40,6.853562391662152,222.53678743450712,0.2796659268939258,0.8855472107379883,Low,None,183.23925411264452
Presentation,Easy,History,5,13.539275204408,198.67454027385622,0.7754897473783638,0.8331086909021524,Low,Partial,281.3758065215579
Math Problems,Moderate,Math,21,14.452790975832771,139.22867165618925,0.7717778470088641,0.3105305387014464,Medium,None,17.442225081061096
Research,Moderate,History,14,6.939671074196818,164.42339670805947,0.23096557034868245,0.28056888113191614,High,Full,28.622917252458542
Research,Hard,Math,4,11.375411976061772,223.05090369187508,0.8901805442496932,0.7436230991300581,High,None,69.57562183027866
Research,Moderate,Literature,23,8.209084844585004,152.40865017590343,0.34227076552597474,0.3834568557268835,Low,None,62.68089329804778
Coding,Easy,History,42,8.297852553749959,199.70559803536105,0.9840304548429534,0.37575891852576204,High,None,66.64042094871706
Coding,Easy,Literature,20,4.532442968462169,168.42641582569703,0.4446127126335212,0.23706122236088975,Low,Partial,206.5040074668653
Math Problems,Hard,Literature,15,3.645865565026253,136.9453630439073,0.2600956528610497,0.33757796773884696,High,Partial,145.95274079929712
Research,Easy,Science,45,4.676077515898597,65.62278494553121,0.4165481002110871,0.48475680183338465,Medium,Full,297.65698032538756
Research,Moderate,Math,29,8.56675610522765,107.97942947773846,0.49616229582747384,0.759554503545174,High,Partial,79.66248571883928
Presentation,Easy,Computer Science,8,0.9227501973202905,232.5808497117546,0.16237699573446535,0.40267728497237476,Low,None,103.58657879283598
Coding,Hard,Math,41,13.655109693167883,161.286038152698,0.6203965431009606,0.39574390553185845,Low,Partial,295.50860428847
Research,Moderate,Computer Science,48,2.7661137884717553,139.8109374779676,0.6378691958820103,0.35642192729719224,High,None,252.0510701286404
Math Problems,Hard,Math,19,3.691285814635105,224.5800238714923,0.765037409814525,0.5304553007599387,Medium,Partial,148.89277789338183
Math Problems,Moderate,Literature,48,8.015004558490872,144.8977096386132,0.12625290306166898,0.2625730281471838,Low,Partial,173.06011238060708
Research,Easy,History,39,10.79666411189055,130.9989792360027,0.5871143929904471,0.537067660628913,Low,Partial,255.30570738605954
Coding,Hard,History,46,1.888071293793761,184.6414966845472,0.14761668994359795,0.7337580005752209,Low,None,152.0793701232035
Math Problems,Hard,Science,28,5.106573114433852,173.91309236690523,0.7310297979699881,0.12681145362935997,Low,Partial,73.71676122089403
Presentation,Moderate,Computer Science,46,14.545781780828179,54.42680193393953,0.15015518713088605,0.10880144227518568,Low,None,251.10669348799988
Math Problems,Hard,Computer Science,27,4.303973018323713,118.40090315204787,0.9205550635074694,0.1676106191390583,Medium,None,168.2651600135584
Essay,Moderate,Computer Science,4,5.03922710341563,118.67855184850461,0.7318743101960469,0.5820940555553009,High,Full,58.61714019168907
Essay,Moderate,Literature,15,12.629228113961485,96.99163850596929,0.5566507885766414,0.869009574866863,Medium,Partial,159.0919618875533
Coding,Moderate,Computer Science,35,1.2281092595116012,128.97750089501824,0.49735353095305745,0.10439601941822675,Medium,Full,132.76296347010475
Research,Moderate,History,37,7.236890947730077,105.01470147724316,0.21760536737193614,0.9429951741262129,Low,Full,264.900121586301
